Date,Open,High,Low,Close,Adj Close,Volume
2009-Q1,8991.209961,9325.349609,7671.040039,7994.049805,7994.049805,2655200000
2009-Q1,7908.509766,8257.709961,7155.160156,7568.419922,7568.419922,2809500000
2009-Q1,7454.279785,8843.179688,7021.279785,8109.529785,8109.529785,3376900000
2009-Q2,8173.359863,9068.799805,8084.620117,8828.259766,8828.259766,3798500000
2009-Q2,8848.839844,9522.500000,8827.129883,9522.500000,9522.500000,3006700000
2009-Q2,9517.490234,10170.820313,9491.259766,9958.440430,9958.440430,3795800000
2009-Q3,9889.339844,10359.070313,9050.330078,10356.830078,10356.830078,3393000000
2009-Q3,10355.230469,10767.000000,10142.219727,10492.530273,10492.530273,2927600000
2009-Q3,10453.370117,10577.190430,9971.049805,10133.230469,10133.230469,2585200000
2009-Q4,10072.639648,10397.690430,9628.669922,10034.740234,10034.740234,3133500000
2009-Q4,9903.769531,9979.459961,9076.410156,9345.549805,9345.549805,2760300000
2009-Q4,9281.820313,10707.509766,9233.200195,10546.440430,10546.440430,3335300000
2010-Q1,10609.339844,10982.099609,10198.040039,10198.040039,10198.040039,3461300000
2010-Q1,10212.360352,10449.750000,9867.389648,10126.030273,10126.030273,2486300000
2010-Q1,10128.730469,11147.620117,10116.860352,11089.940430,11089.940430,2840200000
2010-Q2,11178.919922,11408.169922,10865.919922,11057.400391,11057.400391,3039100000
2010-Q2,10847.900391,10847.900391,9395.290039,9768.700195,9768.700195,3169300000
2010-Q2,9747.259766,10251.900391,9347.070313,9382.639648,9382.639648,2699700000
2010-Q3,9296.860352,9807.360352,9091.700195,9537.299805,9537.299805,2938300000
2010-Q3,9574.639648,9750.879883,8807.410156,8824.059570,8824.059570,2551700000
2010-Q3,8833.320313,9704.250000,8796.450195,9369.349609,9369.349609,2480200000
2010-Q4,9440.519531,9716.919922,9179.150391,9202.450195,9202.450195,2922000000
2010-Q4,9166.849609,10157.969727,9123.620117,9937.040039,9937.040039,2736400000
2010-Q4,9939.799805,10394.219727,9918.549805,10228.919922,10228.919922,2638500000
2011-Q1,10352.190430,10620.570313,10182.570313,10237.919922,10237.919922,2736000000
2011-Q1,10281.549805,10891.599609,10245.750000,10624.089844,10624.089844,3125000000
2011-Q1,10676.240234,10768.429688,8227.629883,9755.099609,9755.099609,4792200000
2011-Q2,9757.280273,9849.740234,9405.190430,9849.740234,9849.740234,2991400000
2011-Q2,9964.389648,10017.469727,9406.040039,9693.730469,9693.730469,2475600000
2011-Q2,9708.049805,9849.690430,9318.620117,9816.089844,9816.089844,2889600000
2011-Q3,9878.690430,10207.910156,9824.339844,9833.030273,9833.030273,2450800000
2011-Q3,9907.040039,10040.129883,8619.209961,8955.200195,8955.200195,3428500000
2011-Q3,9017.009766,9098.150391,8359.700195,8700.290039,8700.290039,2664200000
2011-Q4,8567.980469,9152.389648,8343.009766,8988.389648,8988.389648,2371900000
2011-Q4,8880.750000,8946.000000,8135.790039,8434.610352,8434.610352,2276100000
2011-Q4,8581.200195,8729.809570,8272.259766,8455.349609,8455.349609,2086100000
2012-Q1,8549.540039,8911.620117,8349.330078,8802.509766,8802.509766,2153800000
2012-Q1,8789.059570,9866.410156,8780.099609,9723.240234,9723.240234,3455900000
2012-Q1,9771.339844,10255.150391,9509.099609,10083.559570,10083.559570,3340600000
2012-Q2,10161.719727,10190.349609,9388.139648,9520.889648,9520.889648,2547300000
2012-Q2,9471.660156,9472.250000,8455.129883,8542.730469,8542.730469,2713200000
2012-Q2,8465.469727,9044.040039,8238.959961,9006.780273,9006.780273,2548800000
2012-Q3,9103.790039,9136.019531,8328.019531,8695.059570,8695.059570,2457400000
2012-Q3,8622.040039,9222.870117,8513.200195,8839.910156,8839.910156,2571500000
2012-Q3,8836.610352,9288.530273,8646.030273,8870.160156,8870.160156,2403400000
2012-Q4,8815.070313,9075.589844,8488.139648,8928.290039,8928.290039,2738800000
2012-Q4,8931.709961,9492.910156,8619.450195,9446.009766,9446.009766,2687500000
2012-Q4,9484.200195,10433.629883,9376.969727,10395.179688,10395.179688,3432700000
2013-Q1,10604.500000,11145.379883,10398.610352,11138.660156,11138.660156,4335800000
2013-Q1,11193.719727,11662.519531,11046.919922,11559.360352,11559.360352,5299900000
2013-Q1,11464.709961,12650.259766,11464.709961,12397.910156,12397.910156,4251700000
2013-Q2,12371.339844,13983.870117,11805.780273,13860.860352,13860.860352,6211600000
2013-Q2,13837.719727,15942.599609,13555.660156,13774.540039,13774.540039,7190600000
2013-Q2,13551.360352,13724.440430,12415.849609,13677.320313,13677.320313,4755100000
2013-Q3,13746.719727,14953.290039,13562.700195,13668.320313,13668.320313,4145700000
2013-Q3,13674.500000,14466.160156,13188.139648,13388.860352,13388.860352,3158800000
2013-Q3,13438.070313,14817.500000,13407.530273,14455.799805,14455.799805,2908600000
2013-Q4,14517.980469,14799.280273,13748.940430,14327.940430,14327.940430,3095600000
2013-Q4,14403.070313,15729.089844,14026.169922,15661.870117,15661.870117,3175900000
2013-Q4,15659.740234,16320.219727,15112.540039,16291.309570,16291.309570,3151000000
2014-Q1,16147.540039,16164.009766,14764.570313,14914.530273,14914.530273,3734900000
2014-Q1,14788.559570,15094.540039,13995.860352,14841.070313,14841.070313,3390300000
2014-Q1,14666.929688,15312.599609,14203.209961,14827.830078,14827.830078,3011800000
2014-Q2,14870.509766,15164.389648,13885.110352,14304.110352,14304.110352,2575500000
2014-Q2,14341.089844,14744.160156,13964.429688,14632.379883,14632.379883,2560200000
2014-Q2,14777.509766,15442.669922,14777.509766,15162.099609,15162.099609,2715300000
2014-Q3,15179.639648,15759.660156,15101.490234,15620.769531,15620.769531,2467400000
2014-Q3,15511.540039,15628.780273,14753.839844,15424.589844,15424.589844,2300800000
2014-Q3,15454.589844,16374.139648,15440.990234,16173.519531,16173.519531,2530100000
2014-Q4,16173.389648,16533.910156,14529.030273,16413.759766,16413.759766,3436700000
2014-Q4,16732.849609,17520.539063,16713.369141,17459.849609,17459.849609,3155400000
2014-Q4,17475.099609,18030.830078,16672.939453,17450.769531,17450.769531,2962900000
2015-Q1,17325.679688,17850.589844,16592.570313,17674.390625,17674.390625,2691500000
2015-Q1,17536.609375,18865.390625,17271.869141,18797.939453,18797.939453,2975400000
2015-Q1,18869.400391,19778.599609,18577.060547,19206.990234,19206.990234,3191800000
2015-Q2,19129.750000,20252.119141,18927.949219,19520.009766,19520.009766,3047400000
2015-Q2,19510.849609,20655.330078,19257.849609,20563.150391,20563.150391,3291500000
2015-Q2,20444.539063,20952.710938,19990.550781,20235.730469,20235.730469,3459500000
2015-Q3,20291.050781,20850.000000,19115.199219,20585.240234,20585.240234,3318200000
2015-Q3,20540.210938,20946.929688,17714.300781,18890.480469,18890.480469,3723100000
2015-Q3,18763.720703,18777.470703,16901.490234,17388.150391,17388.150391,3132300000
2015-Q4,17479.970703,19202.339844,17389.570313,19083.099609,19083.099609,2979600000
2015-Q4,18827.109375,19994.050781,18641.220703,19747.470703,19747.470703,2559500000
2015-Q4,19799.080078,20012.400391,18562.509766,19033.710938,19033.710938,2749100000
2016-Q1,18818.580078,18951.119141,16017.259766,17518.300781,17518.300781,3235900000
2016-Q1,17699.599609,17905.369141,14865.769531,16026.759766,16026.759766,4174100000
2016-Q1,16013.000000,17291.349609,15857.370117,16758.669922,16758.669922,3307500000
2016-Q2,16719.560547,17613.560547,15471.799805,16666.050781,16666.050781,3230600000
2016-Q2,16357.099609,17251.359375,15975.469727,17234.980469,17234.980469,2563800000
2016-Q2,17097.220703,17145.949219,14864.009766,15575.919922,15575.919922,3093000000
2016-Q3,15698.019531,16938.960938,15106.519531,16569.269531,16569.269531,2816900000
2016-Q3,16415.310547,16943.669922,15921.040039,16887.400391,16887.400391,2675600000
2016-Q3,16885.160156,17156.359375,16285.410156,16449.839844,16449.839844,2493200000
2016-Q4,16566.029297,17461.029297,16554.830078,17425.019531,17425.019531,2222800000
2016-Q4,17380.539063,18482.939453,16111.809570,18308.480469,18308.480469,3226000000
2016-Q4,18535.240234,19592.900391,18227.390625,19114.369141,19114.369141,3038700000
2017-Q1,19298.679688,19615.400391,18650.330078,19041.339844,19041.339844,2440400000
2017-Q1,18926.970703,19519.439453,18805.320313,19118.990234,19118.990234,2606300000
2017-Q1,19226.939453,19668.009766,18909.259766,18909.259766,18909.259766,2646000000
2017-Q2,18988.000000,19289.429688,18224.679688,19196.740234,19196.740234,2178500000
2017-Q2,19154.029297,19998.490234,19144.619141,19650.570313,19650.570313,2230200000
2017-Q2,19692.160156,20318.109375,19686.320313,20033.429688,20033.429688,2326500000
2017-Q3,20056.320313,20200.880859,19856.650391,19925.179688,19925.179688,1790600000
2017-Q3,19907.080078,20113.730469,19280.019531,19646.240234,19646.240234,1876000000
2017-Q3,19733.570313,20481.269531,19239.519531,20356.279297,20356.279297,1807500000
2017-Q4,20400.509766,22086.880859,20363.279297,22011.609375,22011.609375,1872800000
2017-Q4,22144.919922,23382.150391,21972.339844,22724.960938,22724.960938,1981200000
2017-Q4,22916.929688,22994.330078,22119.210938,22764.939453,22764.939453,1539000000
2018-Q1,23073.730469,24129.339844,23065.199219,23098.289063,23098.289063,1606300000
2018-Q1,23276.099609,23492.769531,20950.150391,22068.240234,22068.240234,1840200000
2018-Q1,21901.130859,21971.160156,20347.490234,21454.300781,21454.300781,1732700000
2018-Q2,21441.570313,22495.560547,21056.019531,22467.869141,22467.869141,1386000000
2018-Q2,22453.419922,23050.390625,21931.650391,22201.820313,22201.820313,1607600000
2018-Q2,22126.250000,23011.570313,22038.400391,22304.509766,22304.509766,1513500000
2018-Q3,22233.800781,22949.320313,21462.949219,22553.720703,22553.720703,1523800000
2018-Q3,22642.179688,23032.169922,21851.320313,22865.150391,22865.150391,1515200000
2018-Q3,22819.169922,24286.099609,22172.900391,24120.039063,24120.039063,1447600000
2018-Q4,24173.369141,24448.070313,20971.929688,21920.460938,21920.460938,1822800000
2018-Q4,21906.410156,22583.429688,21243.380859,22351.060547,22351.060547,1534700000
2018-Q4,22629.390625,22698.789063,18948.580078,20014.769531,20014.769531,1529200000
2019-Q1,19655.130859,20892.679688,19241.369141,20773.490234,20773.490234,1275600000
2019-Q1,20797.029297,21610.880859,20315.310547,21385.160156,21385.160156,1276100000
2019-Q1,21490.019531,21860.390625,20911.570313,21205.810547,21205.810547,1396900000
2019-Q2,21500.890625,22362.919922,21471.119141,22258.730469,22258.730469,1187800000
2019-Q2,22184.400391,22190.490234,20581.580078,20601.189453,20601.189453,1458100000
2019-Q2,20327.869141,21497.820313,20289.640625,21275.919922,21275.919922,1195400000
2019-Q3,21566.269531,21823.070313,20993.439453,21521.529297,21521.529297,1168700000
2019-Q3,21361.580078,21556.689453,20110.759766,20704.369141,20704.369141,1373500000
2019-Q3,20625.750000,22255.560547,20554.160156,21755.839844,21755.839844,1392600000
2019-Q4,21831.439453,23008.429688,21276.009766,22927.039063,22927.039063,1347900000
2019-Q4,22730.490234,23608.060547,22705.599609,23293.910156,23293.910156,1356700000
2019-Q4,23388.630859,24091.119141,23044.779297,23656.619141,23656.619141,1173000000
2020-Q1,23319.759766,24115.949219,22892.949219,23205.179688,23205.179688,1133600000
2020-Q1,22874.269531,23995.369141,20916.400391,21142.960938,21142.960938,1396200000
2020-Q1,20849.789063,21719.779297,16358.190430,18917.009766,18917.009766,3101700000
2020-Q2,18686.119141,20365.890625,17646.500000,20193.689453,20193.689453,1837200000
2020-Q2,19991.970703,21955.439453,19448.929688,21877.890625,21877.890625,1539400000
2020-Q2,21910.890625,23185.849609,21529.830078,22288.140625,22288.140625,1754000000
2020-Q3,22338.300781,22965.560547,21710.000000,21710.000000,21710.000000,1454700000
2020-Q3,21947.580078,23431.039063,21919.830078,23139.759766,23139.759766,1357300000
2020-Q3,23089.630859,23622.740234,22878.710938,23185.119141,23185.119141,1362400000
2020-Q4,23184.929688,23725.580078,22948.470703,22977.130859,22977.130859,1148600000
2020-Q4,23110.740234,26834.199219,23096.789063,26433.619141,26433.619141,1614800000
2020-Q4,26624.199219,27602.519531,26327.080078,27444.169922,27444.169922,1340300000
2021-Q1,27575.570313,28979.529297,27002.179688,27663.390625,27663.390625,1388600000
2021-Q1,27649.070313,30714.519531,27649.070313,28966.009766,28966.009766,1406000000
2021-Q1,29419.449219,30485.000000,28308.570313,29178.800781,29178.800781,1956500000
2021-Q2,29441.910156,30208.890625,28419.839844,28812.630859,28812.630859,1231300000
2021-Q2,29024.009766,29685.410156,27385.029297,28860.080078,28860.080078,1313600000
2021-Q2,28998.650391,29480.849609,27795.859375,28791.529297,28791.529297,1258700000
2021-Q3,28832.410156,28852.310547,27272.490234,27283.589844,27283.589844,1108100000
2021-Q3,27493.320313,28279.800781,26954.810547,28089.539063,28089.539063,1235400000
2021-Q3,28179.039063,30795.779297,28179.039063,29452.660156,29452.660156,1561500000
2021-Q4,29235.109375,29489.109375,27293.619141,28892.689453,28892.689453,1601900000
2021-Q4,29330.679688,29960.929688,27819.140625,27821.759766,27821.759766,1433700000
2021-Q4,27866.730469,29121.009766,27588.609375,28791.710938,28791.710938,1284100000
2022-Q1,29098.410156,29388.160156,26044.519531,27001.980469,27001.980469,1387900000
2022-Q1,27167.140625,27880.699219,25775.640625,26526.820313,26526.820313,1390900000
2022-Q1,26836.740234,28338.810547,24681.740234,27821.429688,27821.429688,1882500000
2022-Q2,27624.109375,27965.939453,26051.039063,26847.900391,26847.900391,1345900000
2022-Q2,26851.099609,27463.330078,25688.109375,27279.800781,27279.800781,1582900000
2022-Q2,27295.630859,28389.750000,25520.230469,26393.039063,26393.039063,1637700000
2022-Q3,26460.710938,28015.679688,25841.750000,27801.640625,27801.640625,1339300000
2022-Q3,27813.820313,29222.769531,27530.599609,28091.529297,28091.529297,1397800000
2022-Q3,27797.000000,28659.759766,25805.589844,25937.210938,25937.210938,1377200000
2022-Q4,25778.949219,27602.990234,25621.960938,27587.460938,27587.460938,1435500000
2022-Q4,27614.640625,28502.289063,27032.019531,27968.990234,27968.990234,1555800000
2022-Q4,28273.130859,28423.460938,25953.919922,26094.500000,26094.500000,1484200000